Name,Mass,Head Armor,Head Passthrough,Head Simulation,Neck Armor,Neck Passthrough,Neck Simulation,Chest Armor,Chest Passthrough,Chest Simulation,Body Armor,Body Passthrough,Body Simulation,Diaphragm Armor,Diaphragm Passthrough,Diaphragm Simulation,Abdomen Armor,Abdomen Passthrough,Abdomen Simulation,AllowedSlots,II_GeneralMacro,ModelSides,IIType,AllowedFacewear,_GeneralMacro,DescriptionShort,Type,Access,Value
LWH MARPAT-WD (Headset/Tan ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
LWH MARPAT-WD (Headset/Black ESS),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
LWH MARPAT-WD (Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MBAV,60,0,0,0,0,0,0,28,0.1,0,0,0.4,0,28,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MBAV (Grenadier),80,0,0,0,0,0,0,31,0.1,0,0,0.4,0,31,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MBAV (Light),80,0,0,0,0,0,0,28,0.1,0,0,0.4,0,31,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MBAV (Medic),80,0,0,0,0,0,0,28,0.1,0,0,0.4,0,31,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MBAV (Machinegunner),80,0,0,0,0,0,0,28,0.1,0,0,0.4,0,31,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MBAV (Rifleman),80,0,0,0,0,0,0,28,0.1,0,0,0.4,0,31,0.1,0,0,0,0,[],VestItem,[],701,[],Vest_Camo_Base,Armor Level IV,131072,3,2
MICH 2000,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/ARC),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/ARC/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/ARC/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/ARC/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/ARC/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/ARC/Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/ARC/Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/ARC/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/ARC),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/ARC/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/ARC),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/ARC/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Norotos/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Norotos/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Norotos/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Semi-Arid/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 (Tan/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Norotos),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Norotos/ARC),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Norotos/ARC/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-D (Norotos/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD,40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Alt),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Alt/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Norotos),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Norotos/ARC),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Norotos/ARC/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
MICH 2000 MARPAT-WD (Norotos/Headset),40,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,[6],605,"['', 6, 'rhs_googles_black', 3, 'rhs_googles_clear', 1]",H_HelmetB,Armor Level II,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR1),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR1/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR1/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR2),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR2/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (AOR2/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Black),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Black/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic Covered,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Coyote Cover),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Coyote Cover/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Foliage Green),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Foliage Green/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Foliage Green/Headset/Cam),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Foliage Green/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
ACH OEF-CP,30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Maritime Helmet,131072,3,2
FAST Maritime (Foliage Green),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Maritime Helmet,131072,3,2
FAST Maritime (Foliage Green/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Maritime Helmet,131072,3,2
FAST Maritime (Urban Tan),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Maritime Helmet,131072,3,2
FAST Maritime (Urban Tan/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Maritime Helmet,131072,3,2
FAST Ballistic (Multicam Paint),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Cover),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Cover/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Cover/Headset/NSW/Cam),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Cover/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Paint/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Multicam Paint/Headset/NSW),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Paint),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
FAST Ballistic (Paint/Headset),30,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[801, 901, 701, 605]",HeadgearItem,"[3, 1]",605,"['', 7, 'rhs_ess_black', 2, 'rhs_googles_black', 1]",H_HelmetB,OpsCore FAST Ballistic Helmet,131072,3,2
