Name,Cartridge,Capacity,Damage,Indirect Damage,Indirect Range,Submunition Damage,Submunition Indirect Damage,Submunition Indirect Range,Submunition,Sub-Submunition,Submunition Cone,Warhead,Submunition Warhead,Fire Modes,RPM,Dispersion,Time To Live,Initial Speed,Typical Speed,weaponInitialSpeed,Air Resistance,Side Air Resistance,Control Range,RHS Guide Mode,RHS Saclos,RHS Ballistic Mode,RHA Penetration (mm),Concrete Penetration (mm),Meat Penetration (mm),Submunition RHA Penetration (mm),Submunition Concrete Penetration (mm),Submunition Meat Penetration (mm),Thrust,Thrust Time,Max speed,Manoeuvrability,Track Oversteer,Track Lead,Control Cone,Flight Profiles,Damage at 100m,Damage at 500m,Damage at 1000m,Damage at 1500m,Damage at 2000m,Damage at 3000m,Damage at 4000m,Damage at 5000m,Weapon Class,Magazine Class,Caliber,Submunition Caliber,Sub-submunition Caliber
DShKM,12.7x108mm,50,24.909,0,0,[],[],[],[],[],,,,manual,0600.0,0.0020000,25,817,820,0,-0.00086000,1,350,,0,0,34.31,183.01,571.90,0,0,0,210,1.5,0,1,1,1,0,[],22.772,16.144,10.502,6.832,4.444,1.881,0.796,0.337,rhs_weap_dshkm,rhs_mag_127x108mm_50,2.8,[],[]
FAB-250,HE,1,5000.000,1140,15,[],[],[],[],[],,,,,0.1,[],120,0,900,0,0.06000000,0.12,100000,,0,0,00.00,00.00,00.00,0,0,0,0,0,100,10,1,0.95,0,['Direct'],5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,rhs_weap_fab250,rhs_mag_fab250,1,[],[]
Hydra (M229 HEPD),HE,7,220.000,50,15,[],[],[],[],[],,HE,,single|two|four|eight|twelve|twentyfour|burst,0750.0,0.0120000,60,44,900,0,0.09000000,0.004,0,,0,0,00.66,03.52,11.00,0,0,0,800,1.1,740,0,1,1,0,[],220.000,220.000,220.000,220.000,220.000,220.000,220.000,220.000,rhs_weap_ffarlauncher_m229,rhs_mag_m229_7,1,[],[]
Hydra (M151 HE),HE,19,220.000,50,10,[],[],[],[],[],,HE,,single|two|four|eight|twelve|twentyfour|burst,0750.0,0.0120000,60,44,900,0,0.09000000,0.004,0,,0,0,00.66,03.52,11.00,0,0,0,800,1.1,740,0,1,1,0,[],220.000,220.000,220.000,220.000,220.000,220.000,220.000,220.000,rhs_weap_ffarlauncher,rhs_mag_m151_19_green,1,[],[]
Hydra (M151 HE),HE,7,220.000,50,10,[],[],[],[],[],,HE,,single|two|four|eight|twelve|twentyfour|burst,0750.0,0.0120000,60,44,900,0,0.09000000,0.004,0,,0,0,00.66,03.52,11.00,0,0,0,800,1.1,740,0,1,1,0,[],220.000,220.000,220.000,220.000,220.000,220.000,220.000,220.000,rhs_weap_ffarlauncher,rhs_mag_m151_7_green,1,[],[]
GAU-19/A,12.7x99mm,1300,49.794,0,0,[],[],[],[],[],,,,lowrof|highrof,"['1000.0', '2000.0']",0.0050000,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_weap_gau19,rhs_mag_gau19_air_base,2.80992,[],[]
GAU-8,rhs_ammo_PGU14B_API,1000,120.000,8,0.2,[],[],[],[],[],,AP,,lowrof|highrof,"['2000.0', '4000.0']",0.0095000,10,1120,860,0,-0.00036000,1,350,,0,0,100.80,537.60,1680.00,0,0,0,210,1.5,0,1,1,1,0,[],120.000,120.000,109.032,91.071,76.069,53.072,37.027,25.833,rhs_weap_gau8,rhs_mag_1000rnd_30x173,6,[],[]
GBU-12,Bomb,1,5000.000,1100,12,[],[],[],[],[],,,,loalaltitude,0300.0,0.0020000,120,0,900,0,0.06000000,3.2,100000,,0,0,00.00,00.00,00.00,0,0,0,0,0,100,22,1,0.95,0,['LoalAltitude'],5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,rhs_weap_gbu12,rhs_mag_gbu12,1,[],[]
2A41,PG15V,20,205.000,20,4.2,[230],[0],[0],['rhs_ammo_pg15v_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,player|topdown,0010.0,"['0.0025000', '0.0005700']",360,690,350,0,-0.00084000,1,350,,0,0,351.90,1876.80,5865.00,421.20,2246.40,7020.01,210,1.5,0,1,1,1,0,[],205.000,205.000,198.895,186.927,179.064,170.503,166.808,165.212,rhs_weap_2a41,rhs_mag_pg15v_20,34,[26.6667],[10]
2A41,OG15V,20,82.086,45,5,[],[],[],[],[],,HE,,player|topdown,0010.0,"['0.0025000', '0.0005700']",360,290,350,0,-0.00011934,1,350,,0,0,147.90,788.80,2465.00,0,0,0,210,1.5,0,1,1,1,0,[],79.533,78.995,78.358,77.758,77.193,76.159,75.241,74.426,rhs_weap_2a41,rhs_mag_og15v_20,34,[],[]
GI-2,APC,420,60.000,1,0.3,[],[],[],[],[],,HE,,manual,1000.0,0.0085000,12,1100,1050,0,-0.00077000,1,350,,0,0,48.19,257.02,803.17,0,0,0,210,1.5,0,1,1,1,0,[],58.199,42.771,29.104,19.804,13.475,6.239,2.889,1.338,rhs_weap_gi2,rhs_mag_gi2_420_ap,2.92063,[],[]
GI-2,HEI,420,19.818,4,6.9,[],[],[],[],[],,HE,,manual,1000.0,0.0085000,12,1050,1100,0,-0.00077000,1,350,,0,0,22.05,117.60,367.50,0,0,0,210,1.5,0,1,1,1,0,[],19.375,18.480,17.688,17.148,16.781,16.362,16.168,16.078,rhs_weap_gi2,rhs_mag_gi2_420_he,1.4,[],[]
GSh-23L,Mixed,250,60.000,40,1.8,"[80, 60]","[1, 40]","[0.3, 1.8]","['rhs_ammo_bzt_23x115mm', 'rhs_ammo_ofz_23x115mm']",[],,,AP|HE,manual,3200.0,0.0035000,180,715,960,715,-0.00047100,1,350,,0,0,10.72,57.20,178.75,00.00,00.00,00.00,210,1.5,0,1,1,1,0,[],60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,rhs_weap_gsh23l,rhs_mag_upk23_mixed,1,"[3.65854, 1.11]","[0, 0]"
GSh-30-2K,OFZT-30-Gsh,750,49.583,33,4,[],[],[],[],[],,HE,,manual|manual_low,"['2400.0', '0300.0']",0.0060000,15,940,960,940,-0.00020000,1,350,,0,0,19.60,104.53,326.65,0,0,0,210,1.5,0,1,1,1,0,[],48.796,47.351,45.699,44.205,42.854,40.524,38.616,37.054,rhs_weap_gsh30,rhs_mag_gsh30_ofzt_750,1.39,[],[]
GSh-30-2,BT-30-GSh,250,69.911,0,0,[],[],[],[],[],,AP,,manual,3000.0,0.0030000,25,870,1120,870,-0.00056000,1,350,,0,0,51.27,273.43,854.46,0,0,0,210,1.5,0,1,1,1,0,[],51.348,41.043,31.020,23.444,17.719,10.121,5.781,3.302,rhs_weap_gsh302,rhs_mag_gsh30_bt_250,3.92857,[],[]
AGM-114L Hellfire II,LG,4,400.000,35,8,[310],[0],[0],['rhs_ammo_Hellfire_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,topdown|loaldistance,0600.0,0.0002000,70,0,270,0,0.03000000,0.15,8000,,0,0,00.00,00.00,00.00,1053.00,5616.00,17550.01,199,3,425,21,1,0.2,40,"['TopDown', 'LoalDistance', 'Cruise']",400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_hellfirelauncher,rhs_mag_agm114k_4,1,[66.6667],[10]
AGM-114L Hellfire II,Radar,4,400.000,20,5,[310],[0],[0],['rhs_ammo_Hellfire_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,topdown|loaldistance,0600.0,0.0002000,70,0,270,0,0.03000000,0.15,8000,,0,0,00.00,00.00,00.00,1053.00,5616.00,17550.01,199,3,425,21,1,0.2,0,"['TopDown', 'LoalDistance']",400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_hellfirelauncher,rhs_mag_agm114l_4,1,[66.6667],[10]
KPVT,14.5x115mm,50,25.000,0,0,[],[],[],[],[],,,,manual,0600.0,0.0007000,25,988,988,0,-0.00052000,1,350,,0,0,41.00,218.67,683.33,0,0,0,210,1.5,0,1,1,1,0,[],23.733,19.276,14.863,11.460,8.836,5.253,3.123,1.857,rhs_weap_kpvt,rhs_mag_145x115mm_50,2.76653,[],[]
M134 Minigun 7.62mm,M80A1 EPR,4000,10.500,0,0,[],[],[],[],[],,,,highrof,1800.0,0.0092000,6,930,930,0,-0.00071140,1,350,,0,0,07.67,40.92,127.88,0,0,0,210,1.5,0,1,1,1,0,[],9.779,7.357,5.155,3.612,2.531,1.243,0.610,0.300,rhs_weap_m134_minigun_1,rhs_mag_762x51_m80a1_4000,0.55,[],[]
M134D-H,7.62x51 mm,3000,12.550,0,0,[],[],[],[],[],,,,lowrof|highrof,"['2000.0', '4000.0']",0.0055000,6,910,838,0,-0.00068140,1,350,,0,0,10.78,57.51,179.72,0,0,0,210,1.5,0,1,1,1,0,[],12.550,9.693,6.895,4.904,3.488,1.765,0.893,0.452,rhs_weap_m134_pylon,rhs_mag_m134_pylon_3000,0.79,[],[]
M197,SAPHEI,750,45.000,10,2,[],[],[],[],[],,HE,,manual,1000.0,0.0085000,12,1036,1030,0,-0.00077000,1,350,,0,0,36.21,193.11,603.47,0,0,0,210,1.5,0,1,1,1,0,[],42.835,35.059,28.170,23.482,20.292,16.645,14.956,14.174,rhs_weap_m197,rhs_mag_m197_750,2.33,[],[]
M230,rhs_ammo_30x113mm_M789_HEDP,1200,33.416,15,3,[90],[0],[0],['rhs_ammo_30x113mm_M789_HEDP_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,manual|burst_20|burst_50|burst_100|burst_all,0625.0,0.0075000,12,805,960,0,-0.00078000,1,350,,0,0,24.15,128.80,402.50,26.33,140.40,438.75,210,1.5,0,1,1,1,0,[],29.239,25.369,21.956,19.645,18.080,16.304,15.489,15.116,rhs_weap_m230,rhs_mag_30x113mm_m789_hedp_1200,2,[1.66667],[10]
M240,M80A1 EPR,1200,10.500,0,0,[],[],[],[],[],,,,manual,950.87,0.0016000,6,930,930,0,-0.00071140,1,350,,0,0,07.67,40.92,127.88,0,0,0,210,1.5,0,1,1,1,0,[],9.779,7.357,5.155,3.612,2.531,1.243,0.610,0.300,rhs_weap_m240_abrams_coax,rhs_mag_762x51_m240_1200,0.55,[],[]
M240C,M80A1 EPR,1100,10.500,0,0,[],[],[],[],[],,,,manual,950.87,0.0016000,6,930,930,0,-0.00071140,1,350,,0,0,07.67,40.92,127.88,0,0,0,210,1.5,0,1,1,1,0,[],9.779,7.357,5.155,3.612,2.531,1.243,0.610,0.300,rhs_weap_m240_bradley_coax,rhs_mag_1100rnd_762x51_m240,0.55,[],[]
25mm M242,M792 HEI-T,230,30.000,8,3,[],[],[],[],[],,HE,,player,0200.0,0.0009000,7.5,1100,1100,0,-0.00056000,1,350,,0,0,23.10,123.20,385.00,0,0,0,210,1.5,1100,1,1,1,0,[],29.673,28.535,27.427,26.590,25.958,25.118,24.639,24.365,rhs_weap_m242bc,rhs_mag_230rnd_25mm_m242_hei,1.4,[],[]
25mm M242,M919 APFSDS-T,70,90.000,8,0.2,[],[],[],[],[],,AP,,player,0200.0,0.0009000,6,1385,1385,0,-0.00020000,1,350,,0,0,92.66,494.18,1544.31,0,0,0,210,1.5,1385,1,1,1,0,[],88.218,81.435,73.686,66.674,60.329,49.393,40.440,33.109,rhs_weap_m242bc,rhs_mag_70rnd_25mm_m242_apfsds,4.46009,[],[]
120mm M256A1,M829A1,28,500.000,15,0.5,[240],[11],[0.35],['rhs_ammo_M829A1_penetrator'],['rhs_ammo_spall'],,,APAP,player|topdown,"['005.45', '0010.0']",0.0005700,15,1575,1550,0,-0.00004000,1,350,,0,0,02.36,12.60,39.38,647.00,3450.66,10783.32,210,1.5,0,1,1,1,0,[],500.000,498.004,488.143,478.477,469.003,450.613,432.944,415.968,rhs_weap_m256,rhs_mag_m829a1,0.1,[27.3862],[10]
120mm M256A1,M829A2,28,500.000,15,0.5,[240],[11],[0.35],['rhs_ammo_M829A2_penetrator'],['rhs_ammo_spall'],,,APAP,player|topdown,"['005.45', '0010.0']",0.0005700,15,1680,1550,0,-0.00004000,1,350,,0,0,02.52,13.44,42.00,769.00,4101.34,12816.68,210,1.5,0,1,1,1,0,[],500.000,500.000,500.000,500.000,500.000,480.654,461.807,443.699,rhs_weap_m256,rhs_mag_m829a2,0.1,[30.5159],[10]
120mm M256A1,M829A3,28,500.000,15,0.5,[250],[11],[0.35],['rhs_ammo_M829A3_penetrator'],['rhs_ammo_spall'],,,APAP,player|topdown,"['005.45', '0010.0']",0.0005700,15,1555,1550,0,-0.00004000,1,350,,0,0,02.33,12.44,38.88,812.00,4330.66,13533.32,210,1.5,0,1,1,1,0,[],499.610,491.680,481.944,472.401,463.047,444.891,427.446,410.686,rhs_weap_m256,rhs_mag_m829a3,0.1,[34.8124],[10]
120mm M256A1,M829A4,28,500.000,15,0.5,[250],[11],[0.35],['rhs_ammo_M829A4_penetrator'],['rhs_ammo_spall'],,,APAP,player|topdown,"['005.45', '0010.0']",0.0005700,15,1650,1550,0,-0.00004000,1,350,,0,0,02.48,13.20,41.25,895.00,4773.33,14916.66,210,1.5,0,1,1,1,0,[],500.000,500.000,500.000,500.000,491.336,472.071,453.560,435.776,rhs_weap_m256,rhs_mag_m829a4,0.1,[36.1616],[10]
120mm M256A1,M830A1,8,250.000,24,3.15,[290],[0],[0],['rhs_ammo_M830A1_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,player|topdown,"['005.45', '0010.0']",0.0005700,15,1440,1140,0,-0.00003960,1,350,,0,0,10.80,57.60,180.00,473.85,2527.20,7897.50,210,1.5,0,1,1,1,0,[],250.000,250.000,250.000,250.000,250.000,250.000,250.000,250.000,rhs_weap_m256,rhs_mag_m830a1,0.5,[30],[10]
2xM3 HMG,M903 SLAP,400,49.794,0,0,[],[],[],[],[],,,,manual,2197.8,0.0014400,10,1210,1215,0,-0.00036000,1,350,,0,0,51.00,272.00,850.00,0,0,0,210,1.5,0,1,1,1,0,[],47.836,41.420,34.597,28.898,24.138,16.840,11.749,8.197,rhs_weap_m3w_a29,rhs_mag_400rnd_127x99_slap_mag_tracer_red_plane,2.80992,[],[]
Mk 82,Bomb,1,5000.000,1150,12,[],[],[],[],[],,,,,0.2,[],120,0,900,0,0.08000000,0.25,0,,0,0,00.00,00.00,00.00,0,0,0,0,0,100,4.6,1,0,0,[],5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,rhs_weap_mk82,rhs_mag_mk82,1,[],[]
NSVT,12.7x108mm,50,24.909,0,0,[],[],[],[],[],,,,manual,697.67,0.0020000,25,817,820,0,-0.00086000,1,350,,0,0,34.31,183.01,571.90,0,0,0,210,1.5,0,1,1,1,0,[],22.772,16.144,10.502,6.832,4.444,1.881,0.796,0.337,rhs_weap_nsvt_t72,rhs_mag_127x108mm_50,2.8,[],[]
PKT,7.62x54mm,2000,11.470,0,0,[],[],[],[],[],,,,manual,0800.0,0.0012500,6,855,828,0,-0.00109220,1,350,,0,0,04.38,23.33,72.92,0,0,0,210,1.5,0,1,1,1,0,[],10.619,6.860,3.973,2.301,1.333,0.447,0.150,0.050,rhs_weap_pkt_bmd_coax,rhs_mag_762x54mm_2000,0.341151,[],[]
PKT,7.62x54mm,250,11.470,0,0,[],[],[],[],[],,,,manual,0800.0,0.0012500,6,855,828,0,-0.00109220,1,350,,0,0,04.38,23.33,72.92,0,0,0,210,1.5,0,1,1,1,0,[],10.619,6.860,3.973,2.301,1.333,0.447,0.150,0.050,rhs_weap_pkt_btr,rhs_mag_762x54mm_250,0.341151,[],[]
PKT,7.62x54mm,2000,11.470,0,0,[],[],[],[],[],,,,manual,0800.0,0.0012500,6,855,828,0,-0.00109220,1,350,,0,0,04.38,23.33,72.92,0,0,0,210,1.5,0,1,1,1,0,[],10.619,6.860,3.973,2.301,1.333,0.447,0.150,0.050,rhs_weap_pkt_btr80a,rhs_mag_762x54mm_2000,0.341151,[],[]
PKT,7.62x54mm,250,11.470,0,0,[],[],[],[],[],,,,manual,0800.0,0.0012500,6,855,828,0,-0.00109220,1,350,,0,0,04.38,23.33,72.92,0,0,0,210,1.5,0,1,1,1,0,[],10.619,6.860,3.973,2.301,1.333,0.447,0.150,0.050,rhs_weap_pkt,rhs_mag_762x54mm_250,0.341151,[],[]
S13,S-13B,5,470.000,240,10,[290],[0],[0],['rhs_ammo_s8_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,burst,0400.0,0.0200000,15,44,900,0,0.09000000,0.001,0,,0,0,00.66,03.52,11.00,421.20,2246.40,7020.01,1060,0.6,590,0,1,1,0,[],470.000,470.000,470.000,470.000,470.000,470.000,470.000,470.000,rhs_weap_s13,rhs_mag_b13l_s13b,1,[26.6667],[10]
S13,S-13T,5,470.000,30,7,[290],[0],[0],['rhs_ammo_s13t_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,burst,0400.0,0.0200000,15,44,900,0,0.09000000,0.001,0,,0,0,00.66,03.52,11.00,631.80,3369.60,10530.00,1060,0.6,590,0,1,1,0,[],470.000,470.000,470.000,470.000,470.000,470.000,470.000,470.000,rhs_weap_s13,rhs_mag_b13l_s13t,1,[40],[10]
S5,S-5 KO,16,220.000,20,9,[290],[0],[0],['rhs_ammo_s5ko_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,burst,0750.0,0.0380000,12.5,44,900,0,0.09000000,0.004,0,,0,0,00.66,03.52,11.00,181.12,965.95,3018.61,1060,0.675,590,0,1,1,0,[],220.000,220.000,220.000,220.000,220.000,220.000,220.000,220.000,rhs_weap_s5ko,rhs_mag_s5_ko_16,1,[11.4667],[10]
S8,S-8 KOM,20,400.000,60,15,[290],[0],[0],['rhs_ammo_s8_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,burst,0750.0,0.0320000,15,44,900,0,0.09000000,0.003,0,,0,0,00.66,03.52,11.00,421.20,2246.40,7020.01,1060,0.69,590,0,1,1,0,[],400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_s8,rhs_mag_b8m1_s8kom,1,[26.6667],[10]
S8,S-8 KOM,20,400.000,60,15,[290],[0],[0],['rhs_ammo_s8_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,burst,0750.0,0.0320000,15,44,900,0,0.09000000,0.003,0,,0,0,00.66,03.52,11.00,421.20,2246.40,7020.01,1060,0.69,590,0,1,1,0,[],400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_s8,rhs_mag_b8v20a_ka52_s8kom,1,[26.6667],[10]
S8,S-8 KOM,12,400.000,60,15,[290],[0],[0],['rhs_ammo_s8_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,burst,0750.0,0.0320000,15,44,900,0,0.09000000,0.003,0,,0,0,00.66,03.52,11.00,421.20,2246.40,7020.01,1060,0.69,590,0,1,1,0,[],400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_s8,rhs_mag_s8_12,1,[26.6667],[10]
S8,S-8 DF,20,210.000,85,20,[],[],[],[],[],,HE,,burst,0750.0,0.0320000,15,44,900,0,0.09000000,0.003,0,,0,0,00.66,03.52,11.00,0,0,0,1060,0.69,590,0,1,1,0,[],210.000,210.000,210.000,210.000,210.000,210.000,210.000,210.000,rhs_weap_s8df,rhs_mag_b8m1_s8df,1,[],[]
SPG-9,OG9V,1,85.000,45,6,[],[],[],[],[],,HE,,,3,[],8,316,700,0,0.07400000,0.5,0,,0,0,04.74,25.28,79.00,0,0,0,0,0,700,0,1,1,0,[],68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,rhs_weap_spg9,rhs_mag_og9v,1,[],[]
SPG-9,PG9V,1,205.000,20,4.2,[220],[0],[0],['rhs_ammo_pg9v_penetrator'],['rhs_ammo_spall'],,,HEATHEAT,,3,[],8,435,700,0,0.45000000,0.01,0,,0,0,06.52,34.80,108.75,315.90,1684.80,5265.00,1400,0.35,700,0,1,1,0,[],164.000,164.000,164.000,164.000,164.000,164.000,164.000,164.000,rhs_weap_spg9,rhs_mag_pg9v,1,[20],[10]
FIM-92F Stinger,FIM-92F,4,60.000,55,8,[1200],[90],[1.15],['rhs_ammo_he_fragments'],[],randomcenter,,HEHE,,4,[],15,40,900,0,0.14500000,0.08,7000,,0,0,00.60,03.20,10.00,20.00,106.67,333.33,325,4.9,750,34,0.95,0.6,0,[],60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,rhs_weap_stinger_launcher,rhs_mag_4rnd_stinger,1,[0.888889],[0]
BGM-71 TOW Launcher,BGM-71E,1,450.000,20,4,[290],[0],[0],['rhs_ammo_TOW2A_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,0.5,[],30,55.71,160,0,0.14000000,0.75,3750,WIRE,1,0,00.84,04.46,13.93,947.70,5054.40,15795.00,210,1.45,329,10,0.8,0.9,45,['Direct'],450.000,450.000,450.000,450.000,450.000,450.000,450.000,450.000,rhs_weap_tow_launcher_static,rhs_mag_tow2a,1,[60],[10]
BGM-71 TOW Launcher,BGM-71F,1,450.000,20,4,[290],[0],[0],['rhs_ammo_TOW2B_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,0.5,[],30,55.71,160,0,0.14000000,0.75,3750,WIRE,1,2,00.84,04.46,13.93,315.90,1684.80,5265.00,210,1.45,329,10,0.8,0.9,45,['Direct'],450.000,450.000,450.000,450.000,450.000,450.000,450.000,450.000,rhs_weap_tow_launcher_static,rhs_mag_tow2b,1,[20],[10]
BGM-71 TOW Launcher,BGM-71H,1,120.000,30,6,[290],[0],[0],['rhs_ammo_TOW2_BB_penetrator'],['rhs_ammo_TOW2_BB_explosive'],,,HEATHEAT,,0.5,[],30,55.71,160,0,0.14000000,0.75,3750,WIRE,1,0,00.84,04.46,13.93,210.60,1123.20,3509.99,210,1.45,329,10,0.8,0.9,45,['Direct'],120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,rhs_weap_tow_launcher_static,rhs_mag_tow2bb,1,[13.3333],[1]
BGM-71 TOW Launcher,BGM-71E,2,450.000,20,4,[290],[0],[0],['rhs_ammo_TOW2A_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,2,[],30,55.71,160,0,0.14000000,0.75,3750,WIRE,1,0,00.84,04.46,13.93,947.70,5054.40,15795.00,210,1.45,329,10,0.8,0.9,45,['Direct'],450.000,450.000,450.000,450.000,450.000,450.000,450.000,450.000,rhs_weap_tow_launcher,rhs_mag_2rnd_tow2a,1,[60],[10]
BGM-71 TOW Launcher,BGM-71F-3,2,450.000,20,4,[290],[0],[0],['rhs_ammo_TOW2B_AT_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,2,[],30,55.71,160,0,0.14000000,0.75,4000,WIRE,1,2,00.84,04.46,13.93,315.90,1684.80,5265.00,210,1.45,329,10,0.8,0.9,45,['Direct'],450.000,450.000,450.000,450.000,450.000,450.000,450.000,450.000,rhs_weap_tow_launcher,rhs_mag_2rnd_tow2b_aero,1,[20],[10]
BGM-71 TOW Launcher,BGM-71H,2,120.000,30,6,[290],[0],[0],['rhs_ammo_TOW2_BB_penetrator'],['rhs_ammo_TOW2_BB_explosive'],,,HEATHEAT,,2,[],30,55.71,160,0,0.14000000,0.75,3750,WIRE,1,0,00.84,04.46,13.93,210.60,1123.20,3509.99,210,1.45,329,10,0.8,0.9,45,['Direct'],120.000,120.000,120.000,120.000,120.000,120.000,120.000,120.000,rhs_weap_tow_launcher,rhs_mag_2rnd_tow2bb,1,[13.3333],[1]
YakBYu,1SLT 12.7x108mm,1470,20.417,0,8,"[25, 25]","[0, 0]","[0, 0]","['rhs_ammo_127x108mm_notracer', 'rhs_ammo_127x108mm']",[],randomcenter,,,manual,2000.0,0.0090000,15,735,900,0,-0.00090000,1,350,,0,0,11.03,58.80,183.75,24.70,131.71,411.60,210,1.5,0,1,1,1,0,[],15.239,10.632,6.779,4.322,2.756,1.121,0.456,0.185,rhs_weap_yakb,rhs_mag_127x108mm_1slt_1470,1,"[2.8, 2.8]","[0, 0]"
ZPL-20 Plamen,Mixed,210,52.660,6,1.6,[],[],[],[],[],,HE,,manual|manual_low,"['2608.7', '779.22']",0.0060000,6,820,1030,820,-0.00078000,1,350,,0,0,41.82,223.04,697.00,0,0,0,210,1.5,0,1,1,1,0,[],45.105,39.448,34.459,31.082,28.795,26.198,25.008,24.462,rhs_weap_zpl20,rhs_mag_zpl20_mixed,3.4,[],[]
ZT3 Ingwe,ZT3,4,270.000,26,3.6,[290],[0],[0],['rhs_ammo_zt3_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,1.5,[],30,80,115,0,-0.00002000,0.03,5000,BEAMRIDER,1,0,01.20,06.40,20.00,884.52,4717.44,14742.00,172,10,250,18,1,1,45,['Direct'],270.000,270.000,270.000,270.000,270.000,270.000,270.000,270.000,rhs_weap_zt3_launcher,rhs_mag_zt3_4,1,[56],[10]
ZT-6 Mokopa,ZT6,4,400.000,35,8,[310],[0],[0],['rhs_ammo_zt6_penetrator'],['rhs_ammo_spall'],,,TandemHEATTandemHEAT,,1,[],30,0,270,0,0.10000000,0.3,10000,,0,0,00.00,00.00,00.00,1053.00,5616.00,17550.01,300,4.1,530,18,1,1,45,['Direct'],400.000,400.000,400.000,400.000,400.000,400.000,400.000,400.000,rhs_weap_zt6_launcher,rhs_mag_zt6_4,1,[66.6667],[10]
Smoke Screen,rhsusf_ammo_L8A3,8,0.000,0,0,[],[],[],[],[],,,,double|volley,606.06,0.0020000,10,50,900,0,-0.10000000,1,50,,0,0,00.75,04.00,12.50,0,0,0,210,10,0,1,1,1,0,[],0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,rhsusf_weap_m257_8,rhsusf_mag_l8a3_8,1,[],[]
Smoke Screen,rhsusf_ammo_L8A3,8,0.000,0,0,[],[],[],[],[],,,,,0.04,[],10,50,900,0,-0.10000000,1,50,,0,0,00.75,04.00,12.50,0,0,0,210,10,0,1,1,1,0,[],0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,rhsusf_weap_m259,rhsusf_mag_l8a3_8,1,[],[]
