Name,Cartridge,Capacity,Damage,Warhead,Fire Modes,RPM,Dispersion,Time To Live,Initial Speed,Typical Speed,weaponInitialSpeed,Air Resistance,RHA Penetration,Concrete Penetration,Meat Penetration,Damage at 100m,Damage at 200m,Damage at 300m,Damage at 400m,Damage at 500m,Damage at 1000m,Damage at 1500m,Damage at 2000m,Weapon Class,Magazine Class,Weapon Mass,Magazine Mass,Mass per Ammo,Caliber
M249 PIP,M193,20,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m193_stanag,148.5,6.25,0.312,0.533881
M249 PIP,M196 Tracer,20,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m196_stanag_tracer_red,148.5,6.25,0.312,0.533881
M249 PIP,M200 Blanks,20,6.000,,fullauto,0800.0,0.0010100,6,960,920,-1,-0.00120000,12.52,66.78,208.70,5.553,4.925,4.368,3.874,3.436,1.886,1.035,0.568,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m200_stanag,148.5,6.25,0.312,0.869565
M249 PIP,M855,20,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m855_stanag,148.5,6.25,0.312,0.44
M249 PIP,M855A1 EPR,20,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m855a1_stanag,148.5,6.25,0.312,0.65
M249 PIP,Mk262,20,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_mk262_stanag,148.5,6.25,0.312,0.677
M249 PIP,M193,20,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m193_2mag_stanag,148.5,9.35,0.467,0.533881
M249 PIP,M196 Tracer,20,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_20rnd_556x45_m196_2mag_stanag_tracer_red,148.5,9.35,0.467,0.533881
M249 PIP,M855,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag,148.5,9.35,0.312,0.44
M249 PIP,M855,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag_pull,148.5,9.35,0.312,0.44
M249 PIP,M855,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag_ranger,148.5,9.35,0.312,0.44
M249 PIP,M856 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag_tracer_red,148.5,9.35,0.312,0.44
M249 PIP,M856 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag_pull_tracer_red,148.5,9.35,0.312,0.44
M249 PIP,M856 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_stanag_ranger_tracer_red,148.5,9.35,0.312,0.44
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag,148.5,9.35,0.312,0.65
M249 PIP,M855A1 EPR (Puller),30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag_pull,148.5,9.35,0.312,0.65
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag_ranger,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag_pull_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_stanag_ranger_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_stanag,148.5,9.35,0.312,0.64
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_stanag_pull,148.5,9.35,0.312,0.64
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_stanag_ranger,148.5,9.35,0.312,0.64
M249 PIP,Mk262,30,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk262_stanag,148.5,9.35,0.312,0.677
M249 PIP,Mk262,30,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk262_stanag_pull,148.5,9.35,0.312,0.677
M249 PIP,Mk262,30,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk262_stanag_ranger,148.5,9.35,0.312,0.677
M249 PIP,M193,30,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m193_stanag,148.5,9.35,0.312,0.533881
M249 PIP,M196 Tracer,30,9.300,,fullauto,0800.0,0.0010100,6,974,974,-1,-0.00077000,07.80,41.60,130.00,8.611,7.973,7.382,6.835,6.328,4.306,2.930,1.994,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m196_stanag_tracer_red,148.5,9.35,0.312,0.533881
M249 PIP,M200 Blanks,30,6.000,,fullauto,0800.0,0.0010100,6,960,920,-1,-0.00120000,12.52,66.78,208.70,5.553,4.925,4.368,3.874,3.436,1.886,1.035,0.568,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m200_stanag,148.5,9.35,0.312,0.869565
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm_pull,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm_pull_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm_ranger,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_epm_ranger_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_scar,148.5,9.35,0.312,0.64
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_scar_pull,148.5,9.35,0.312,0.64
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_scar_ranger,148.5,9.35,0.312,0.64
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_pmag,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_pmag_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M855,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_pmag,148.5,9.35,0.312,0.44
M249 PIP,M856 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_pmag_tracer_red,148.5,9.35,0.312,0.44
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_pmag,148.5,9.35,0.312,0.64
M249 PIP,Mk262,30,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk262_pmag,148.5,9.35,0.312,0.677
M249 PIP,M855A1 EPR,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_pmag_tan,148.5,9.35,0.312,0.65
M249 PIP,M856A1 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855a1_pmag_tan_tracer_red,148.5,9.35,0.312,0.65
M249 PIP,M855,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_pmag_tan,148.5,9.35,0.312,0.44
M249 PIP,M856 Tracer,30,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_m855_pmag_tan_tracer_red,148.5,9.35,0.312,0.44
M249 PIP,Mk318,30,9.550,,fullauto,0800.0,0.0010100,6,950.366,950,-1,-0.00076000,09.12,48.66,152.06,8.855,8.206,7.606,7.049,6.533,4.468,3.055,2.090,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk318_pmag_tan,148.5,9.35,0.312,0.64
M249 PIP,Mk262,30,10.300,,fullauto,0800.0,0.0010100,6,838.2,838.2,-1,-0.00066000,08.51,45.40,141.87,9.642,9.026,8.450,7.910,7.405,5.324,3.827,2.751,rhs_weap_m249_pip,rhs_mag_30rnd_556x45_mk262_pmag_tan,148.5,9.35,0.312,0.677
M249 PIP,B_556x45_Ball_Tracer_Yellow,200,8.951,,fullauto,0800.0,0.0010100,6,915,920,-1,-0.00120000,11.93,63.65,198.91,7.896,7.003,6.211,5.509,4.886,2.681,1.472,0.808,rhs_weap_m249_pip,200rnd_556x45_box_f,148.5,40,0.2,0.869565
M249 PIP,B_556x45_Ball_Tracer_Red,200,8.951,,fullauto,0800.0,0.0010100,6,915,920,-1,-0.00120000,11.93,63.65,198.91,7.896,7.003,6.211,5.509,4.886,2.681,1.472,0.808,rhs_weap_m249_pip,200rnd_556x45_box_red_f,148.5,40,0.2,0.869565
M249 PIP,Tracer,200,8.951,,fullauto,0800.0,0.0010100,6,915,920,-1,-0.00120000,11.93,63.65,198.91,7.896,7.003,6.211,5.509,4.886,2.681,1.472,0.808,rhs_weap_m249_pip,200rnd_556x45_box_tracer_f,148.5,40,0.2,0.869565
M249 PIP,Tracer,200,8.951,,fullauto,0800.0,0.0010100,6,915,920,-1,-0.00120000,11.93,63.65,198.91,7.896,7.003,6.211,5.509,4.886,2.681,1.472,0.808,rhs_weap_m249_pip,200rnd_556x45_box_tracer_red_f,148.5,40,0.2,0.869565
M249 PIP,M855A1 EPR,200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_soft_pouch,148.5,45.87,0.229,0.65
M249 PIP,M855A1 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_mixed_soft_pouch,148.5,45.87,0.229,0.65
M249 PIP,M855A1 EPR,200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_soft_pouch_ucp,148.5,45.87,0.229,0.65
M249 PIP,M855A1 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_mixed_soft_pouch_ucp,148.5,45.87,0.229,0.65
M249 PIP,M855A1 EPR,200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_soft_pouch_coyote,148.5,45.87,0.229,0.65
M249 PIP,M855A1 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_200rnd_556x45_mixed_soft_pouch_coyote,148.5,45.87,0.229,0.65
M249 PIP,M855,200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_soft_pouch,148.5,45.87,0.229,0.44
M249 PIP,M855 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_mixed_soft_pouch,148.5,45.87,0.229,0.44
M249 PIP,M855,200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_soft_pouch_ucp,148.5,45.87,0.229,0.44
M249 PIP,M855 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_mixed_soft_pouch_ucp,148.5,45.87,0.229,0.44
M249 PIP,M855,200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_soft_pouch_coyote,148.5,45.87,0.229,0.44
M249 PIP,M855 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_200rnd_556x45_m855_mixed_soft_pouch_coyote,148.5,45.87,0.229,0.44
M249 PIP,M855A1 EPR,100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_soft_pouch,148.5,26.9,0.269,0.65
M249 PIP,M855A1 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_mixed_soft_pouch,148.5,26.9,0.269,0.65
M249 PIP,M855A1 EPR,100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_soft_pouch_ucp,148.5,26.9,0.269,0.65
M249 PIP,M855A1 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_mixed_soft_pouch_ucp,148.5,26.9,0.269,0.65
M249 PIP,M855A1 EPR,100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_soft_pouch_coyote,148.5,26.9,0.269,0.65
M249 PIP,M855A1 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249_pip,rhsusf_100rnd_556x45_mixed_soft_pouch_coyote,148.5,26.9,0.269,0.65
M249 PIP,M855,100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_soft_pouch,148.5,26.9,0.269,0.44
M249 PIP,M855 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_mixed_soft_pouch,148.5,26.9,0.269,0.44
M249 PIP,M855,100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_soft_pouch_ucp,148.5,26.9,0.269,0.44
M249 PIP,M855 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_mixed_soft_pouch_ucp,148.5,26.9,0.269,0.44
M249 PIP,M855,100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_soft_pouch_coyote,148.5,26.9,0.269,0.44
M249 PIP,M855 (Mixed),100,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m855_mixed_soft_pouch_coyote,148.5,26.9,0.269,0.44
M249 PIP,M995 AP,100,8.600,,fullauto,0800.0,0.0010100,6,1024,1024,-1,-0.00077000,13.34,71.16,222.37,7.963,7.373,6.826,6.320,5.852,3.982,2.709,1.844,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m995_soft_pouch,148.5,26.9,0.269,0.868621
M249 PIP,M995 AP,100,8.600,,fullauto,0800.0,0.0010100,6,1024,1024,-1,-0.00077000,13.34,71.16,222.37,7.963,7.373,6.826,6.320,5.852,3.982,2.709,1.844,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m995_soft_pouch_ucp,148.5,26.9,0.269,0.868621
M249 PIP,M995 AP,100,8.600,,fullauto,0800.0,0.0010100,6,1024,1024,-1,-0.00077000,13.34,71.16,222.37,7.963,7.373,6.826,6.320,5.852,3.982,2.709,1.844,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m995_soft_pouch_coyote,148.5,26.9,0.269,0.868621
M249 PIP,M200 Blanks,100,6.000,,fullauto,0800.0,0.0010100,6,960,920,-1,-0.00120000,12.52,66.78,208.70,5.553,4.925,4.368,3.874,3.436,1.886,1.035,0.568,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m200_soft_pouch,148.5,26.9,0.269,0.869565
M249 PIP,M200 Blanks,100,6.000,,fullauto,0800.0,0.0010100,6,960,920,-1,-0.00120000,12.52,66.78,208.70,5.553,4.925,4.368,3.874,3.436,1.886,1.035,0.568,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m200_soft_pouch_ucp,148.5,26.9,0.269,0.869565
M249 PIP,M200 Blanks,100,6.000,,fullauto,0800.0,0.0010100,6,960,920,-1,-0.00120000,12.52,66.78,208.70,5.553,4.925,4.368,3.874,3.436,1.886,1.035,0.568,rhs_weap_m249_pip,rhsusf_100rnd_556x45_m200_soft_pouch_coyote,148.5,26.9,0.269,0.869565
M249,M855A1 EPR,200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249,rhsusf_200rnd_556x45_box,131.67,51.65,0.258,0.65
M249,M855A1 (Mixed),200,9.000,,fullauto,0800.0,0.0010100,6,960,960,-1,-0.00077200,09.36,49.92,156.00,8.331,7.712,7.139,6.609,6.118,4.159,2.827,1.922,rhs_weap_m249,rhsusf_200rnd_556x45_mixed_box,131.67,51.65,0.258,0.65
M249,M855,200,9.000,,fullauto,0800.0,0.0010100,6,948.842,948.842,-1,-0.00076000,06.26,33.40,104.37,8.341,7.731,7.165,6.641,6.155,4.209,2.878,1.968,rhs_weap_m249,rhsusf_200rnd_556x45_m855_box,131.67,51.65,0.258,0.44
M249,M855 (Mixed),200,8.895,,fullauto,0800.0,0.0010100,6,948.842,960,-1,-0.00077200,09.25,49.34,154.19,8.139,7.534,6.974,6.456,5.977,4.063,2.762,1.877,rhs_weap_m249,rhsusf_200rnd_556x45_m855_mixed_box,131.67,51.65,0.258,0.65
M249,B_556x45_Ball,30,9.000,,fullauto,0800.0,0.0010100,6,920,920,-1,-0.00120000,12.00,64.00,200.00,7.982,7.080,6.279,5.569,4.939,2.711,1.488,0.816,rhs_weap_m249,30rnd_556x45_stanag,131.67,8,0.267,0.869565
